D D# 0.0928798
A C 138.4838095
A C 138.5302494
A C 138.5766893
A C 138.6231293
A C 138.6695692
A C 138.7160091
A C 138.7624490
A C 138.8088889
A C 138.8553288
A C 138.9017687
A C 138.9482086
A C 138.9946485
A C 139.0410884
A C 139.0875283
A C 139.1339683
A C 139.1804082
A C 139.2268481
A C 139.2732880
A C 139.3197279
A C 139.3661678
A C 139.4126077
A C 139.4590476
A C 139.5054875
A C 139.5519274
A C 139.5983673
A C 139.6448073
A C 139.6912472
A C 139.7376871
A C 139.7841270
A C 139.8305669
A C 139.8770068
A C 139.9234467
A C 139.9698866
A C 140.0163265
A C 140.0627664
A C 140.1092063
Q Em 140.1556463
Q Em 140.2020862
Q Em 140.2485261
Q Em 140.2949660
Q Em 140.3414059
Q Em 140.3878458
Q Em 140.4342857
Q Em 140.4807256
Q Em 140.5271655
Q Em 140.5736054
Q Em 140.6200454
Q Em 140.6664853
H G 140.7129252
H G 140.7593651
H G 140.8058050
H G 140.8522449
H G 140.8986848
H G 140.9451247
H G 140.9915646
J A 141.0380045
J A 141.0844444
J A 141.1308844
J A 141.1773243
J A 141.2237642
J A 141.2702041
J A 141.3166440
J A 141.3630839
J A 141.4095238
J A 141.4559637
J A 141.5024036
J A 141.5488435
J A 141.5952834
J A 141.6417234
J A 141.6881633
J A 141.7346032
J A 141.7810431
J A 141.8274830
J A 141.8739229
J A 141.9203628
J A 141.9668027
J A 142.0132426
J A 142.0596825
J A 142.1061224
J A 142.1525624
J A 142.1990023
J A 142.2454422
J A 142.2918821
J A 142.3383220
J A 142.3847619
J A 142.4312018
J A 142.4776417
J A 142.5240816
J A 142.5705215
J A 142.6169615
J A 142.6634014
J A 142.7098413
J A 142.7562812
J A 142.8027211
J A 142.8491610
J A 142.8956009
J A 142.9420408
J A 142.9884807
J A 143.0349206
J A 143.0813605
J A 143.1278005
J A 143.1742404
J A 143.2206803
J A 143.2671202
J A 143.3135601
J A 143.3600000
J A 143.4064399
J A 143.4528798
J A 143.4993197
J A 143.5457596
J A 143.5921995
J A 143.6386395
J A 143.6850794
J A 143.7315193
J A 143.7779592
J A 143.8243991
J A 143.8708390
J A 143.9172789
J A 143.9637188
J A 144.0101587
J A 144.0565986
J A 144.1030385
J A 144.1494785
J A 144.1959184
J A 144.2423583
J A 144.2887982
J A 144.3352381
J A 144.3816780
J A 144.4281179
J A 144.4745578
J A 144.5209977
J A 144.5674376
J A 144.6138776
J A 144.6603175
J A 144.7067574
J A 144.7531973
J A 144.7996372
J A 144.8460771
J A 144.8925170
J A 144.9389569
J A 144.9853968
A C 145.0318367
A C 145.0782766
A C 145.1247166
A C 145.1711565
A C 145.2175964
A C 145.2640363
A C 145.3104762
A C 145.3569161
A C 145.4033560
A C 145.4497959
A C 145.4962358
A C 145.5426757
A C 145.5891156
A C 145.6355556
A C 145.6819955
A C 145.7284354
A C 145.7748753
A C 145.8213152
A C 145.8677551
A C 145.9141950
A C 145.9606349
A C 146.0070748
A C 146.0535147
A C 146.0999546
A C 146.1463946
A C 146.1928345
A C 146.2392744
A C 146.2857143
A C 146.3321542
A C 146.3785941
A C 146.4250340
A C 146.4714739
A C 146.5179138
A C 146.5643537
A C 146.6107937
A C 146.6572336
A C 146.7036735
A C 146.7501134
A C 146.7965533
A C 146.8429932
A C 146.8894331
A C 146.9358730
A C 146.9823129
A C 147.0287528
A C 147.0751927
A C 147.1216327
A C 147.1680726
A C 147.2145125
A C 147.2609524
A C 147.3073923
A C 147.3538322
A C 147.4002721
A C 147.4467120
A C 147.4931519
A C 147.5395918
A C 147.5860317
A C 147.6324717
A C 147.6789116
A C 147.7253515
A C 147.7717914
A C 147.8182313
A C 147.8646712
A C 147.9111111
A C 147.9575510
A C 148.0039909
A C 148.0504308
A C 148.0968707
A C 148.1433107
A C 148.1897506
A C 148.2361905
A C 148.2826304
A C 148.3290703
A C 148.3755102
A C 148.4219501
A C 148.4683900
A C 148.5148299
A C 148.5612698
A C 148.6077098
A C 148.6541497
A C 148.7005896
A C 148.7470295
A C 148.7934694
A C 148.8399093
A C 148.8863492
A C 148.9327891
A C 148.9792290
A C 149.0256689
A C 149.0721088
A C 149.1185488
A C 149.1649887
A C 149.2114286
A C 149.2578685
A C 149.3043084
A C 149.3507483
A C 149.3971882
A C 149.4436281
A C 149.4900680
A C 149.5365079
A C 149.5829478
A C 149.6293878
A C 149.6758277
A C 149.7222676
A C 149.7687075
M Cm 149.8151474
M Cm 149.8615873
M Cm 149.9080272
M Cm 149.9544671
M Cm 150.0009070
M Cm 150.0473469
M Cm 150.0937868
M Cm 150.1402268
M Cm 150.1866667
M Cm 150.2331066
M Cm 150.2795465
M Cm 150.3259864
M Cm 150.3724263
M Cm 150.4188662
M Cm 150.4653061
M Cm 150.5117460
M Cm 150.5581859
M Cm 150.6046259
M Cm 150.6510658
M Cm 150.6975057
M Cm 150.7439456
M Cm 150.7903855
M Cm 150.8368254
M Cm 150.8832653
M Cm 150.9297052
M Cm 150.9761451
M Cm 151.0225850
F F 151.0690249
F F 151.1154649
F F 151.1619048
F F 151.2083447
F F 151.2547846
F F 151.3012245
F F 151.3476644
F F 151.3941043
F F 151.4405442
F F 151.4869841
F F 151.5334240
F F 151.5798639
F F 151.6263039
F F 151.6727438
F F 151.7191837
F F 151.7656236
F F 151.8120635
F F 151.8585034
F F 151.9049433
F F 151.9513832
F F 151.9978231
F F 152.0442630
F F 152.0907029
F F 152.1371429
F F 152.1835828
F F 152.2300227
F F 152.2764626
F F 152.3229025
F F 152.3693424
F F 152.4157823
F F 152.4622222
F F 152.5086621
F F 152.5551020
F F 152.6015420
F F 152.6479819
F F 152.6944218
F F 152.7408617
F F 152.7873016
M Cm 152.8337415
M Cm 152.8801814
M Cm 152.9266213
M Cm 152.9730612
M Cm 153.0195011
M Cm 153.0659410
M Cm 153.1123810
M Cm 153.1588209
M Cm 153.2052608
M Cm 153.2517007
M Cm 153.2981406
M Cm 153.3445805
M Cm 153.3910204
M Cm 153.4374603
M Cm 153.4839002
M Cm 153.5303401
M Cm 153.5767800
M Cm 153.6232200
M Cm 153.6696599
M Cm 153.7160998
M Cm 153.7625397
M Cm 153.8089796
M Cm 153.8554195
M Cm 153.9018594
M Cm 153.9482993
M Cm 153.9947392
M Cm 154.0411791
M Cm 154.0876190
F F 154.1340590
F F 154.1804989
F F 154.2269388
F F 154.2733787
F F 154.3198186
Q Em 154.3662585
Q Em 154.4126984
Q Em 154.4591383
Q Em 154.5055782
Q Em 154.5520181
Q Em 154.5984580
Q Em 154.6448980
Q Em 154.6913379
Q Em 154.7377778
Q Em 154.7842177
Q Em 154.8306576
Q Em 154.8770975
Q Em 154.9235374
Q Em 154.9699773
H G 155.0164172
C D 155.0628571
C D 155.1092971
C D 155.1557370
C D 155.2021769
C D 155.2486168
C D 155.2950567
C D 155.3414966
C D 155.3879365
C D 155.4343764
C D 155.4808163
C D 155.5272562
C D 155.5736961
C D 155.6201361
C D 155.6665760
C D 155.7130159
C D 155.7594558
C D 155.8058957
C D 155.8523356
C D 155.8987755
C D 155.9452154
C D 155.9916553
C D 156.0380952
C D 156.0845351
C D 156.1309751
C D 156.1774150
C D 156.2238549
C D 156.2702948
C D 156.3167347
C D 156.3631746
C D 156.4096145
C D 156.4560544
C D 156.5024943
C D 156.5489342
C D 156.5953741
C D 156.6418141
C D 156.6882540
C D 156.7346939
C D 156.7811338
C D 156.8275737
C D 156.8740136
C D 156.9204535
C D 156.9668934
C D 157.0133333
C D 157.0597732
C D 157.1062132
C D 157.1526531
C D 157.1990930
C D 157.2455329
T Gm 157.2919728
T Gm 157.3384127
T Gm 157.3848526
T Gm 157.4312925
T Gm 157.4777324
T Gm 157.5241723
T Gm 157.5706122
T Gm 157.6170522
T Gm 157.6634921
T Gm 157.7099320
T Gm 157.7563719
T Gm 157.8028118
T Gm 157.8492517
T Gm 157.8956916
T Gm 157.9421315
T Gm 157.9885714
T Gm 158.0350113
T Gm 158.0814512
T Gm 158.1278912
T Gm 158.1743311
T Gm 158.2207710
T Gm 158.2672109
T Gm 158.3136508
T Gm 158.3600907
T Gm 158.4065306
T Gm 158.4529705
T Gm 158.4994104
T Gm 158.5458503
T Gm 158.5922902
T Gm 158.6387302
T Gm 158.6851701
H G 158.7316100
H G 158.7780499
H G 158.8244898
H G 158.8709297
H G 158.9173696
H G 158.9638095
J A 159.0102494
J A 159.0566893
J A 159.1031293
J A 159.1495692
J A 159.1960091
J A 159.2424490
J A 159.2888889
J A 159.3353288
J A 159.3817687
J A 159.4282086
J A 159.4746485
J A 159.5210884
J A 159.5675283
J A 159.6139683
J A 159.6604082
J A 159.7068481
J A 159.7532880
J A 159.7997279
J A 159.8461678
J A 159.8926077
J A 159.9390476
J A 159.9854875
J A 160.0319274
J A 160.0783673
J A 160.1248073
J A 160.1712472
J A 160.2176871
J A 160.2641270
J A 160.3105669
J A 160.3570068
J A 160.4034467
J A 160.4498866
J A 160.4963265
J A 160.5427664
J A 160.5892063
J A 160.6356463
J A 160.6820862
J A 160.7285261
J A 160.7749660
J A 160.8214059
J A 160.8678458
J A 160.9142857
J A 160.9607256
J A 161.0071655
J A 161.0536054
J A 161.1000454
J A 161.1464853
J A 161.1929252
J A 161.2393651
J A 161.2858050
J A 161.3322449
J A 161.3786848
J A 161.4251247
J A 161.4715646
J A 161.5180045
J A 161.5644444
J A 161.6108844
J A 161.6573243
J A 161.7037642
J A 161.7502041
J A 161.7966440
J A 161.8430839
J A 161.8895238
J A 161.9359637
J A 161.9824036
J A 162.0288435
J A 162.0752834
J A 162.1217234
J A 162.1681633
J A 162.2146032
J A 162.2610431
J A 162.3074830
J A 162.3539229
J A 162.4003628
J A 162.4468027
J A 162.4932426
J A 162.5396825
J A 162.5861224
J A 162.6325624
J A 162.6790023
J A 162.7254422
J A 162.7718821
J A 162.8183220
J A 162.8647619
J A 162.9112018
J A 162.9576417
J A 163.0040816
J A 163.0505215
J A 163.0969615
J A 163.1434014
J A 163.1898413
J A 163.2362812
J A 163.2827211
J A 163.3291610
J A 163.3756009
J A 163.4220408
J A 163.4684807
J A 163.5149206
J A 163.5613605
J A 163.6078005
J A 163.6542404
J A 163.7006803
J A 163.7471202
J A 163.7935601
J A 163.8400000
J A 163.8864399
J A 163.9328798
J A 163.9793197
J A 164.0257596
J A 164.0721995
J A 164.1186395
J A 164.1650794
J A 164.2115193
J A 164.2579592
J A 164.3043991
J A 164.3508390
J A 164.3972789
J A 164.4437188
J A 164.4901587
J A 164.5365986
J A 164.5830385
J A 164.6294785
J A 164.6759184
J A 164.7223583
J A 164.7687982
J A 164.8152381
J A 164.8616780
J A 164.9081179
J A 164.9545578
J A 165.0009977
J A 165.0474376
J A 165.0938776
J A 165.1403175
J A 165.1867574
J A 165.2331973
J A 165.2796372
J A 165.3260771
J A 165.3725170
J A 165.4189569
J A 165.4653968
J A 165.5118367
J A 165.5582766
J A 165.6047166
J A 165.6511565
J A 165.6975964
J A 165.7440363
J A 165.7904762
J A 165.8369161
J A 165.8833560
J A 165.9297959
J A 165.9762358
J A 166.0226757
J A 166.0691156
J A 166.1155556
J A 166.1619955
J A 166.2084354
J A 166.2548753
J A 166.3013152
J A 166.3477551
J A 166.3941950
J A 166.4406349
J A 166.4870748
J A 166.5335147
J A 166.5799546
J A 166.6263946
J A 166.6728345
J A 166.7192744
J A 166.7657143
J A 166.8121542
H G 166.8585941
H G 166.9050340
H G 166.9514739
H G 166.9979138
F F 167.0443537
F F 167.0907937
F F 167.1372336
F F 167.1836735
F F 167.2301134
F F 167.2765533
F F 167.3229932
F F 167.3694331
F F 167.4158730
F F 167.4623129
F F 167.5087528
F F 167.5551927
F F 167.6016327
F F 167.6480726
F F 167.6945125
F F 167.7409524
F F 167.7873923
F F 167.8338322
M Cm 167.8802721
M Cm 167.9267120
M Cm 167.9731519
M Cm 168.0195918
M Cm 168.0660317
M Cm 168.1124717
M Cm 168.1589116
M Cm 168.2053515
M Cm 168.2517914
M Cm 168.2982313
A C 168.3446712
A C 168.3911111
A C 168.4375510
A C 168.4839909
A C 168.5304308
A C 168.5768707
A C 168.6233107
A C 168.6697506
A C 168.7161905
A C 168.7626304
A C 168.8090703
A C 168.8555102
A C 168.9019501
A C 168.9483900
A C 168.9948299
A C 169.0412698
A C 169.0877098
A C 169.1341497
A C 169.1805896
A C 169.2270295
A C 169.2734694
A C 169.3199093
A C 169.3663492
A C 169.4127891
A C 169.4592290
A C 169.5056689
A C 169.5521088
A C 169.5985488
A C 169.6449887
A C 169.6914286
A C 169.7378685
A C 169.7843084
A C 169.8307483
A C 169.8771882
A C 169.9236281
A C 169.9700680
A C 170.0165079
A C 170.0629478
A C 170.1093878
A C 170.1558277
A C 170.2022676
A C 170.2487075
Q Em 170.2951474
Q Em 170.3415873
Q Em 170.3880272
Q Em 170.4344671
Q Em 170.4809070
Q Em 170.5273469
Q Em 170.5737868
Q Em 170.6202268
Q Em 170.6666667
Q Em 170.7131066
Q Em 170.7595465
Q Em 170.8059864
Q Em 170.8524263
Q Em 170.8988662
Q Em 170.9453061
Q Em 170.9917460
J A 171.0381859
J A 171.0846259
J A 171.1310658
J A 171.1775057
J A 171.2239456
J A 171.2703855
J A 171.3168254
J A 171.3632653
J A 171.4097052
J A 171.4561451
J A 171.5025850
J A 171.5490249
J A 171.5954649
J A 171.6419048
J A 171.6883447
J A 171.7347846
J A 171.7812245
J A 171.8276644
J A 171.8741043
J A 171.9205442
J A 171.9669841
J A 172.0134240
J A 172.0598639
J A 172.1063039
J A 172.1527438
J A 172.1991837
J A 172.2456236
J A 172.2920635
J A 172.3385034
J A 172.3849433
J A 172.4313832
J A 172.4778231
J A 172.5242630
J A 172.5707029
J A 172.6171429
J A 172.6635828
J A 172.7100227
J A 172.7564626
J A 172.8029025
J A 172.8493424
J A 172.8957823
J A 172.9422222
J A 172.9886621
J A 173.0351020
J A 173.0815420
H G 173.1279819
H G 173.1744218
H G 173.2208617
H G 173.2673016
H G 173.3137415
H G 173.3601814
H G 173.4066213
H G 173.4530612
H G 173.4995011
H G 173.5459410
H G 173.5923810
H G 173.6388209
H G 173.6852608
H G 173.7317007
H G 173.7781406
H G 173.8245805
H G 173.8710204
H G 173.9174603
H G 173.9639002
H G 174.0103401
H G 174.0567800
H G 174.1032200
H G 174.1496599
H G 174.1960998
H G 174.2425397
H G 174.2889796
H G 174.3354195
H G 174.3818594
H G 174.4282993
H G 174.4747392
H G 174.5211791
H G 174.5676190
H G 174.6140590
H G 174.6604989
H G 174.7069388
H G 174.7533787
H G 174.7998186
H G 174.8462585
H G 174.8926984
H G 174.9391383
H G 174.9855782
H G 175.0320181
H G 175.0784580
H G 175.1248980
H G 175.1713379
J A 175.2177778
J A 175.2642177
J A 175.3106576
J A 175.3570975
J A 175.4035374
J A 175.4499773
J A 175.4964172
J A 175.5428571
J A 175.5892971
J A 175.6357370
J A 175.6821769
J A 175.7286168
J A 175.7750567
J A 175.8214966
J A 175.8679365
J A 175.9143764
J A 175.9608163
J A 176.0072562
J A 176.0536961
J A 176.1001361
J A 176.1465760
J A 176.1930159
J A 176.2394558
J A 176.2858957
J A 176.3323356
J A 176.3787755
J A 176.4252154
J A 176.4716553
J A 176.5180952
J A 176.5645351
J A 176.6109751
J A 176.6574150
J A 176.7038549
J A 176.7502948
J A 176.7967347
J A 176.8431746
J A 176.8896145
J A 176.9360544
J A 176.9824943
J A 177.0289342
J A 177.0753741
J A 177.1218141
J A 177.1682540
J A 177.2146939
J A 177.2611338
J A 177.3075737
J A 177.3540136
J A 177.4004535
J A 177.4468934
J A 177.4933333
J A 177.5397732
J A 177.5862132
J A 177.6326531
J A 177.6790930
J A 177.7255329
J A 177.7719728
J A 177.8184127
J A 177.8648526
J A 177.9112925
J A 177.9577324
J A 178.0041723
J A 178.0506122
J A 178.0970522
J A 178.1434921
J A 178.1899320
J A 178.2363719
J A 178.2828118
J A 178.3292517
J A 178.3756916
J A 178.4221315
J A 178.4685714
J A 178.5150113
J A 178.5614512
J A 178.6078912
J A 178.6543311
J A 178.7007710
J A 178.7472109
J A 178.7936508
J A 178.8400907
J A 178.8865306
J A 178.9329705
J A 178.9794104
J A 179.0258503
J A 179.0722902
J A 179.1187302
J A 179.1651701
J A 179.2116100
J A 179.2580499
J A 179.3044898
J A 179.3509297
J A 179.3973696
J A 179.4438095
J A 179.4902494
J A 179.5366893
J A 179.5831293
J A 179.6295692
J A 179.6760091
J A 179.7224490
J A 179.7688889
J A 179.8153288
J A 179.8617687
J A 179.9082086
J A 179.9546485
J A 180.0010884
J A 180.0475283
J A 180.0939683
J A 180.1404082
J A 180.1868481
J A 180.2332880
J A 180.2797279
J A 180.3261678
J A 180.3726077
J A 180.4190476
J A 180.4654875
J A 180.5119274
J A 180.5583673
J A 180.6048073
J A 180.6512472
J A 180.6976871
J A 180.7441270
J A 180.7905669
J A 180.8370068
J A 180.8834467
J A 180.9298866
J A 180.9763265
J A 181.0227664
J A 181.0692063
J A 181.1156463
J A 181.1620862
J A 181.2085261
J A 181.2549660
J A 181.3014059
J A 181.3478458
J A 181.3942857
J A 181.4407256
J A 181.4871655
J A 181.5336054
J A 181.5800454
J A 181.6264853
J A 181.6729252
J A 181.7193651
J A 181.7658050
J A 181.8122449
J A 181.8586848
J A 181.9051247
J A 181.9515646
J A 181.9980045
J A 182.0444444
J A 182.0908844
J A 182.1373243
J A 182.1837642
J A 182.2302041
J A 182.2766440
J A 182.3230839
J A 182.3695238
J A 182.4159637
J A 182.4624036
J A 182.5088435
J A 182.5552834
J A 182.6017234
J A 182.6481633
J A 182.6946032
J A 182.7410431
J A 182.7874830
J A 182.8339229
J A 182.8803628
J A 182.9268027
J A 182.9732426
J A 183.0196825
J A 183.0661224
J A 183.1125624
J A 183.1590023
J A 183.2054422
J A 183.2518821
J A 183.2983220
J A 183.3447619
J A 183.3912018
J A 183.4376417
J A 183.4840816
J A 183.5305215
J A 183.5769615
J A 183.6234014
J A 183.6698413
J A 183.7162812
J A 183.7627211
J A 183.8091610
J A 183.8556009
J A 183.9020408
J A 183.9484807
J A 183.9949206
J A 184.0413605
J A 184.0878005
J A 184.1342404
J A 184.1806803
J A 184.2271202
J A 184.2735601
J A 184.3200000
J A 184.3664399
J A 184.4128798
J A 184.4593197
J A 184.5057596
J A 184.5521995
J A 184.5986395
J A 184.6450794
J A 184.6915193
J A 184.7379592
J A 184.7843991
J A 184.8308390
J A 184.8772789
J A 184.9237188
J A 184.9701587
J A 185.0165986
J A 185.0630385
J A 185.1094785
J A 185.1559184
J A 185.2023583
J A 185.2487982
J A 185.2952381
J A 185.3416780
J A 185.3881179
J A 185.4345578
J A 185.4809977
J A 185.5274376
J A 185.5738776
J A 185.6203175
J A 185.6667574
J A 185.7131973
J A 185.7596372
J A 185.8060771
J A 185.8525170
J A 185.8989569
J A 185.9453968
J A 185.9918367
J A 186.0382766
J A 186.0847166
J A 186.1311565
J A 186.1775964
J A 186.2240363
J A 186.2704762
J A 186.3169161
J A 186.3633560
J A 186.4097959
J A 186.4562358
J A 186.5026757
J A 186.5491156
J A 186.5955556
J A 186.6419955
J A 186.6884354
J A 186.7348753
J A 186.7813152
J A 186.8277551
J A 186.8741950
J A 186.9206349
A C 186.9670748
A C 187.0135147
A C 187.0599546
A C 187.1063946
A C 187.1528345
A C 187.1992744
A C 187.2457143
A C 187.2921542
A C 187.3385941
A C 187.3850340
A C 187.4314739
A C 187.4779138
A C 187.5243537
A C 187.5707937
A C 187.6172336
A C 187.6636735
A C 187.7101134
A C 187.7565533
A C 187.8029932
A C 187.8494331
A C 187.8958730
A C 187.9423129
A C 187.9887528
A C 188.0351927
A C 188.0816327
A C 188.1280726
A C 188.1745125
A C 188.2209524
A C 188.2673923
A C 188.3138322
A C 188.3602721
A C 188.4067120
A C 188.4531519
A C 188.4995918
A C 188.5460317
A C 188.5924717
A C 188.6389116
A C 188.6853515
A C 188.7317914
A C 188.7782313
A C 188.8246712
A C 188.8711111
A C 188.9175510
A C 188.9639909
A C 189.0104308
A C 189.0568707
A C 189.1033107
A C 189.1497506
A C 189.1961905
A C 189.2426304
A C 189.2890703
A C 189.3355102
A C 189.3819501
A C 189.4283900
A C 189.4748299
A C 189.5212698
A C 189.5677098
A C 189.6141497
A C 189.6605896
A C 189.7070295
A C 189.7534694
A C 189.7999093
A C 189.8463492
A C 189.8927891
A C 189.9392290
A C 189.9856689
A C 190.0321088
A C 190.0785488
A C 190.1249887
A C 190.1714286
A C 190.2178685
A C 190.2643084
A C 190.3107483
A C 190.3571882
A C 190.4036281
A C 190.4500680
A C 190.4965079
A C 190.5429478
A C 190.5893878
A C 190.6358277
A C 190.6822676
A C 190.7287075
A C 190.7751474
A C 190.8215873
A C 190.8680272
A C 190.9144671
A C 190.9609070
A C 191.0073469
A C 191.0537868
A C 191.1002268
A C 191.1466667
A C 191.1931066
A C 191.2395465
A C 191.2859864
A C 191.3324263
J A 191.3788662
J A 191.4253061
J A 191.4717460
J A 191.5181859
J A 191.5646259
J A 191.6110658
J A 191.6575057
J A 191.7039456
J A 191.7503855
J A 191.7968254
J A 191.8432653
J A 191.8897052
J A 191.9361451
J A 191.9825850
J A 192.0290249
J A 192.0754649
J A 192.1219048
J A 192.1683447
J A 192.2147846
J A 192.2612245
J A 192.3076644
J A 192.3541043
J A 192.4005442
J A 192.4469841
J A 192.4934240
J A 192.5398639
J A 192.5863039
J A 192.6327438
J A 192.6791837
J A 192.7256236
J A 192.7720635
J A 192.8185034
J A 192.8649433
J A 192.9113832
J A 192.9578231
J A 193.0042630
J A 193.0507029
J A 193.0971429
J A 193.1435828
J A 193.1900227
J A 193.2364626
J A 193.2829025
J A 193.3293424
J A 193.3757823
J A 193.4222222
J A 193.4686621
J A 193.5151020
J A 193.5615420
J A 193.6079819
J A 193.6544218
J A 193.7008617
J A 193.7473016
J A 193.7937415
J A 193.8401814
J A 193.8866213
J A 193.9330612
J A 193.9795011
J A 194.0259410
J A 194.0723810
J A 194.1188209
J A 194.1652608
J A 194.2117007
J A 194.2581406
J A 194.3045805
J A 194.3510204
J A 194.3974603
J A 194.4439002
J A 194.4903401
J A 194.5367800
J A 194.5832200
J A 194.6296599
J A 194.6760998
J A 194.7225397
J A 194.7689796
J A 194.8154195
J A 194.8618594
J A 194.9082993
J A 194.9547392
J A 195.0011791
J A 195.0476190
J A 195.0940590
J A 195.1404989
J A 195.1869388
J A 195.2333787
J A 195.2798186
J A 195.3262585
J A 195.3726984
J A 195.4191383
J A 195.4655782
J A 195.5120181
J A 195.5584580
J A 195.6048980
J A 195.6513379
J A 195.6977778
J A 195.7442177
J A 195.7906576
J A 195.8370975
J A 195.8835374
J A 195.9299773
J A 195.9764172
J A 196.0228571
J A 196.0692971
J A 196.1157370
J A 196.1621769
J A 196.2086168
J A 196.2550567
J A 196.3014966
J A 196.3479365
J A 196.3943764
J A 196.4408163
J A 196.4872562
V Am 196.5336961
V Am 196.5801361
V Am 196.6265760
V Am 196.6730159
V Am 196.7194558
V Am 196.7658957
V Am 196.8123356
V Am 196.8587755
V Am 196.9052154
V Am 196.9516553
V Am 196.9980952
C D 197.0445351
C D 197.0909751
C D 197.1374150
C D 197.1838549
C D 197.2302948
C D 197.2767347
C D 197.3231746
C D 197.3696145
C D 197.4160544
C D 197.4624943
C D 197.5089342
C D 197.5553741
C D 197.6018141
C D 197.6482540
C D 197.6946939
C D 197.7411338
C D 197.7875737
V Am 197.8340136
V Am 197.8804535
V Am 197.9268934
V Am 197.9733333
V Am 198.0197732
V Am 198.0662132
V Am 198.1126531
V Am 198.1590930
V Am 198.2055329
V Am 198.2519728
V Am 198.2984127
V Am 198.3448526
V Am 198.3912925
V Am 198.4377324
V Am 198.4841723
V Am 198.5306122
V Am 198.5770522
V Am 198.6234921
V Am 198.6699320
V Am 198.7163719
V Am 198.7628118
V Am 198.8092517
V Am 198.8556916
V Am 198.9021315
V Am 198.9485714
V Am 198.9950113
V Am 199.0414512
V Am 199.0878912
V Am 199.1343311
V Am 199.1807710
V Am 199.2272109
V Am 199.2736508
V Am 199.3200907
V Am 199.3665306
V Am 199.4129705
V Am 199.4594104
V Am 199.5058503
V Am 199.5522902
V Am 199.5987302
V Am 199.6451701
V Am 199.6916100
V Am 199.7380499
V Am 199.7844898
V Am 199.8309297
V Am 199.8773696
V Am 199.9238095
V Am 199.9702494
V Am 200.0166893
V Am 200.0631293
V Am 200.1095692
V Am 200.1560091
V Am 200.2024490
V Am 200.2488889
V Am 200.2953288
V Am 200.3417687
V Am 200.3882086
V Am 200.4346485
V Am 200.4810884
V Am 200.5275283
V Am 200.5739683
V Am 200.6204082
V Am 200.6668481
V Am 200.7132880
V Am 200.7597279
V Am 200.8061678
V Am 200.8526077
V Am 200.8990476
V Am 200.9454875
V Am 200.9919274
V Am 201.0383673
V Am 201.0848073
V Am 201.1312472
V Am 201.1776871
V Am 201.2241270
V Am 201.2705669
V Am 201.3170068
V Am 201.3634467
V Am 201.4098866
V Am 201.4563265
V Am 201.5027664
V Am 201.5492063
V Am 201.5956463
V Am 201.6420862
V Am 201.6885261
V Am 201.7349660
V Am 201.7814059
V Am 201.8278458
V Am 201.8742857
V Am 201.9207256
V Am 201.9671655
V Am 202.0136054
V Am 202.0600454
V Am 202.1064853
V Am 202.1529252
V Am 202.1993651
V Am 202.2458050
V Am 202.2922449
V Am 202.3386848
V Am 202.3851247
V Am 202.4315646
V Am 202.4780045
V Am 202.5244444
V Am 202.5708844
V Am 202.6173243
V Am 202.6637642
V Am 202.7102041
V Am 202.7566440
V Am 202.8030839
V Am 202.8495238
V Am 202.8959637
V Am 202.9424036
V Am 202.9888435
V Am 203.0352834
V Am 203.0817234
V Am 203.1281633
V Am 203.1746032
V Am 203.2210431
V Am 203.2674830
V Am 203.3139229
V Am 203.3603628
V Am 203.4068027
V Am 203.4532426
V Am 203.4996825
V Am 203.5461224
V Am 203.5925624
V Am 203.6390023
V Am 203.6854422
V Am 203.7318821
V Am 203.7783220
V Am 203.8247619
V Am 203.8712018
V Am 203.9176417
V Am 203.9640816
V Am 204.0105215
V Am 204.0569615
V Am 204.1034014
V Am 204.1498413
V Am 204.1962812
V Am 204.2427211
V Am 204.2891610
V Am 204.3356009
V Am 204.3820408
V Am 204.4284807
V Am 204.4749206
V Am 204.5213605
V Am 204.5678005
V Am 204.6142404
V Am 204.6606803
V Am 204.7071202
V Am 204.7535601
V Am 204.8000000
V Am 204.8464399
V Am 204.8928798
V Am 204.9393197
V Am 204.9857596
V Am 205.0321995
V Am 205.0786395
V Am 205.1250794
V Am 205.1715193
V Am 205.2179592
V Am 205.2643991
V Am 205.3108390
V Am 205.3572789
V Am 205.4037188
V Am 205.4501587
V Am 205.4965986
V Am 205.5430385
V Am 205.5894785
V Am 205.6359184
V Am 205.6823583
V Am 205.7287982
V Am 205.7752381
V Am 205.8216780
V Am 205.8681179
V Am 205.9145578
V Am 205.9609977
V Am 206.0074376
V Am 206.0538776
V Am 206.1003175
V Am 206.1467574
V Am 206.1931973
V Am 206.2396372
V Am 206.2860771
V Am 206.3325170
V Am 206.3789569
V Am 206.4253968
V Am 206.4718367
V Am 206.5182766
V Am 206.5647166
V Am 206.6111565
V Am 206.6575964
V Am 206.7040363
V Am 206.7504762
V Am 206.7969161
V Am 206.8433560
V Am 206.8897959
V Am 206.9362358
V Am 206.9826757
V Am 207.0291156
V Am 207.0755556
V Am 207.1219955
V Am 207.1684354
V Am 207.2148753
V Am 207.2613152
V Am 207.3077551
V Am 207.3541950
V Am 207.4006349
V Am 207.4470748
V Am 207.4935147
V Am 207.5399546
V Am 207.5863946
V Am 207.6328345
V Am 207.6792744
V Am 207.7257143
V Am 207.7721542
V Am 207.8185941
V Am 207.8650340
V Am 207.9114739
V Am 207.9579138
V Am 208.0043537
