W A#m 0.0928798
O Dm 133.7004989
O Dm 133.7469388
O Dm 133.7933787
O Dm 133.8398186
O Dm 133.8862585
O Dm 133.9326984
O Dm 133.9791383
O Dm 134.0255782
O Dm 134.0720181
O Dm 134.1184580
A C 134.1648980
A C 134.2113379
A C 134.2577778
A C 134.3042177
A C 134.3506576
H G 134.3970975
H G 134.4435374
H G 134.4899773
H G 134.5364172
H G 134.5828571
H G 134.6292971
H G 134.6757370
H G 134.7221769
H G 134.7686168
H G 134.8150567
H G 134.8614966
H G 134.9079365
H G 134.9543764
H G 135.0008163
J A 135.0472562
J A 135.0936961
J A 135.1401361
J A 135.1865760
J A 135.2330159
J A 135.2794558
J A 135.3258957
J A 135.3723356
J A 135.4187755
J A 135.4652154
J A 135.5116553
J A 135.5580952
J A 135.6045351
J A 135.6509751
J A 135.6974150
J A 135.7438549
J A 135.7902948
J A 135.8367347
J A 135.8831746
J A 135.9296145
J A 135.9760544
J A 136.0224943
J A 136.0689342
J A 136.1153741
J A 136.1618141
J A 136.2082540
J A 136.2546939
J A 136.3011338
J A 136.3475737
J A 136.3940136
J A 136.4404535
J A 136.4868934
J A 136.5333333
J A 136.5797732
J A 136.6262132
J A 136.6726531
J A 136.7190930
J A 136.7655329
J A 136.8119728
J A 136.8584127
J A 136.9048526
J A 136.9512925
J A 136.9977324
J A 137.0441723
J A 137.0906122
J A 137.1370522
J A 137.1834921
J A 137.2299320
J A 137.2763719
J A 137.3228118
J A 137.3692517
J A 137.4156916
J A 137.4621315
J A 137.5085714
J A 137.5550113
J A 137.6014512
J A 137.6478912
J A 137.6943311
J A 137.7407710
J A 137.7872109
J A 137.8336508
J A 137.8800907
J A 137.9265306
J A 137.9729705
J A 138.0194104
J A 138.0658503
J A 138.1122902
J A 138.1587302
J A 138.2051701
J A 138.2516100
J A 138.2980499
J A 138.3444898
J A 138.3909297
J A 138.4373696
J A 138.4838095
J A 138.5302494
J A 138.5766893
J A 138.6231293
J A 138.6695692
J A 138.7160091
J A 138.7624490
J A 138.8088889
J A 138.8553288
J A 138.9017687
J A 138.9482086
J A 138.9946485
J A 139.0410884
J A 139.0875283
J A 139.1339683
J A 139.1804082
J A 139.2268481
J A 139.2732880
J A 139.3197279
J A 139.3661678
J A 139.4126077
J A 139.4590476
J A 139.5054875
J A 139.5519274
J A 139.5983673
J A 139.6448073
J A 139.6912472
J A 139.7376871
J A 139.7841270
J A 139.8305669
J A 139.8770068
J A 139.9234467
A C 139.9698866
A C 140.0163265
A C 140.0627664
A C 140.1092063
A C 140.1556463
A C 140.2020862
A C 140.2485261
A C 140.2949660
A C 140.3414059
A C 140.3878458
A C 140.4342857
A C 140.4807256
A C 140.5271655
A C 140.5736054
V Am 140.6200454
V Am 140.6664853
V Am 140.7129252
V Am 140.7593651
V Am 140.8058050
V Am 140.8522449
V Am 140.8986848
O Dm 140.9451247
O Dm 140.9915646
O Dm 141.0380045
O Dm 141.0844444
O Dm 141.1308844
O Dm 141.1773243
O Dm 141.2237642
O Dm 141.2702041
O Dm 141.3166440
O Dm 141.3630839
O Dm 141.4095238
O Dm 141.4559637
O Dm 141.5024036
O Dm 141.5488435
O Dm 141.5952834
A C 141.6417234
A C 141.6881633
A C 141.7346032
A C 141.7810431
A C 141.8274830
A C 141.8739229
A C 141.9203628
A C 141.9668027
A C 142.0132426
A C 142.0596825
A C 142.1061224
A C 142.1525624
A C 142.1990023
A C 142.2454422
A C 142.2918821
A C 142.3383220
A C 142.3847619
A C 142.4312018
A C 142.4776417
A C 142.5240816
V Am 142.5705215
V Am 142.6169615
V Am 142.6634014
V Am 142.7098413
V Am 142.7562812
V Am 142.8027211
V Am 142.8491610
V Am 142.8956009
V Am 142.9420408
V Am 142.9884807
V Am 143.0349206
V Am 143.0813605
V Am 143.1278005
V Am 143.1742404
V Am 143.2206803
V Am 143.2671202
V Am 143.3135601
V Am 143.3600000
V Am 143.4064399
V Am 143.4528798
V Am 143.4993197
V Am 143.5457596
V Am 143.5921995
V Am 143.6386395
V Am 143.6850794
A C 143.7315193
A C 143.7779592
A C 143.8243991
A C 143.8708390
A C 143.9172789
A C 143.9637188
A C 144.0101587
A C 144.0565986
A C 144.1030385
A C 144.1494785
A C 144.1959184
A C 144.2423583
A C 144.2887982
A C 144.3352381
A C 144.3816780
A C 144.4281179
V Am 144.4745578
V Am 144.5209977
V Am 144.5674376
V Am 144.6138776
V Am 144.6603175
V Am 144.7067574
V Am 144.7531973
V Am 144.7996372
V Am 144.8460771
V Am 144.8925170
V Am 144.9389569
V Am 144.9853968
V Am 145.0318367
V Am 145.0782766
V Am 145.1247166
V Am 145.1711565
V Am 145.2175964
V Am 145.2640363
V Am 145.3104762
V Am 145.3569161
V Am 145.4033560
V Am 145.4497959
V Am 145.4962358
V Am 145.5426757
V Am 145.5891156
V Am 145.6355556
V Am 145.6819955
V Am 145.7284354
V Am 145.7748753
V Am 145.8213152
V Am 145.8677551
V Am 145.9141950
V Am 145.9606349
V Am 146.0070748
V Am 146.0535147
V Am 146.0999546
V Am 146.1463946
V Am 146.1928345
V Am 146.2392744
V Am 146.2857143
V Am 146.3321542
J A 146.3785941
J A 146.4250340
J A 146.4714739
J A 146.5179138
J A 146.5643537
J A 146.6107937
J A 146.6572336
J A 146.7036735
J A 146.7501134
J A 146.7965533
J A 146.8429932
J A 146.8894331
J A 146.9358730
J A 146.9823129
J A 147.0287528
J A 147.0751927
J A 147.1216327
J A 147.1680726
J A 147.2145125
J A 147.2609524
J A 147.3073923
J A 147.3538322
J A 147.4002721
J A 147.4467120
A C 147.4931519
A C 147.5395918
A C 147.5860317
A C 147.6324717
A C 147.6789116
A C 147.7253515
A C 147.7717914
A C 147.8182313
A C 147.8646712
A C 147.9111111
A C 147.9575510
A C 148.0039909
A C 148.0504308
A C 148.0968707
A C 148.1433107
A C 148.1897506
A C 148.2361905
A C 148.2826304
A C 148.3290703
A C 148.3755102
A C 148.4219501
A C 148.4683900
A C 148.5148299
A C 148.5612698
A C 148.6077098
A C 148.6541497
A C 148.7005896
A C 148.7470295
A C 148.7934694
A C 148.8399093
A C 148.8863492
A C 148.9327891
A C 148.9792290
A C 149.0256689
A C 149.0721088
A C 149.1185488
A C 149.1649887
A C 149.2114286
A C 149.2578685
A C 149.3043084
A C 149.3507483
A C 149.3971882
A C 149.4436281
A C 149.4900680
A C 149.5365079
A C 149.5829478
A C 149.6293878
A C 149.6758277
A C 149.7222676
A C 149.7687075
A C 149.8151474
A C 149.8615873
A C 149.9080272
A C 149.9544671
V Am 150.0009070
V Am 150.0473469
V Am 150.0937868
V Am 150.1402268
V Am 150.1866667
V Am 150.2331066
V Am 150.2795465
V Am 150.3259864
V Am 150.3724263
V Am 150.4188662
V Am 150.4653061
V Am 150.5117460
V Am 150.5581859
V Am 150.6046259
V Am 150.6510658
V Am 150.6975057
V Am 150.7439456
V Am 150.7903855
V Am 150.8368254
V Am 150.8832653
V Am 150.9297052
V Am 150.9761451
V Am 151.0225850
V Am 151.0690249
V Am 151.1154649
V Am 151.1619048
V Am 151.2083447
V Am 151.2547846
V Am 151.3012245
V Am 151.3476644
V Am 151.3941043
V Am 151.4405442
V Am 151.4869841
V Am 151.5334240
V Am 151.5798639
V Am 151.6263039
V Am 151.6727438
V Am 151.7191837
V Am 151.7656236
V Am 151.8120635
V Am 151.8585034
V Am 151.9049433
V Am 151.9513832
V Am 151.9978231
V Am 152.0442630
V Am 152.0907029
V Am 152.1371429
V Am 152.1835828
V Am 152.2300227
V Am 152.2764626
V Am 152.3229025
V Am 152.3693424
V Am 152.4157823
V Am 152.4622222
V Am 152.5086621
V Am 152.5551020
V Am 152.6015420
V Am 152.6479819
V Am 152.6944218
V Am 152.7408617
V Am 152.7873016
V Am 152.8337415
V Am 152.8801814
V Am 152.9266213
V Am 152.9730612
V Am 153.0195011
V Am 153.0659410
V Am 153.1123810
V Am 153.1588209
V Am 153.2052608
V Am 153.2517007
V Am 153.2981406
V Am 153.3445805
V Am 153.3910204
V Am 153.4374603
V Am 153.4839002
V Am 153.5303401
V Am 153.5767800
V Am 153.6232200
V Am 153.6696599
V Am 153.7160998
V Am 153.7625397
V Am 153.8089796
V Am 153.8554195
V Am 153.9018594
V Am 153.9482993
V Am 153.9947392
V Am 154.0411791
V Am 154.0876190
V Am 154.1340590
V Am 154.1804989
V Am 154.2269388
V Am 154.2733787
V Am 154.3198186
V Am 154.3662585
V Am 154.4126984
V Am 154.4591383
V Am 154.5055782
V Am 154.5520181
A C 154.5984580
A C 154.6448980
A C 154.6913379
A C 154.7377778
A C 154.7842177
A C 154.8306576
A C 154.8770975
A C 154.9235374
A C 154.9699773
A C 155.0164172
A C 155.0628571
A C 155.1092971
A C 155.1557370
A C 155.2021769
A C 155.2486168
A C 155.2950567
A C 155.3414966
A C 155.3879365
A C 155.4343764
A C 155.4808163
A C 155.5272562
A C 155.5736961
A C 155.6201361
A C 155.6665760
A C 155.7130159
A C 155.7594558
A C 155.8058957
A C 155.8523356
A C 155.8987755
A C 155.9452154
A C 155.9916553
A C 156.0380952
A C 156.0845351
A C 156.1309751
A C 156.1774150
A C 156.2238549
A C 156.2702948
A C 156.3167347
A C 156.3631746
A C 156.4096145
A C 156.4560544
A C 156.5024943
A C 156.5489342
A C 156.5953741
A C 156.6418141
A C 156.6882540
A C 156.7346939
A C 156.7811338
A C 156.8275737
A C 156.8740136
A C 156.9204535
A C 156.9668934
A C 157.0133333
A C 157.0597732
A C 157.1062132
A C 157.1526531
A C 157.1990930
A C 157.2455329
A C 157.2919728
A C 157.3384127
A C 157.3848526
A C 157.4312925
A C 157.4777324
A C 157.5241723
A C 157.5706122
A C 157.6170522
A C 157.6634921
V Am 157.7099320
V Am 157.7563719
V Am 157.8028118
V Am 157.8492517
V Am 157.8956916
V Am 157.9421315
V Am 157.9885714
V Am 158.0350113
V Am 158.0814512
V Am 158.1278912
V Am 158.1743311
V Am 158.2207710
V Am 158.2672109
V Am 158.3136508
V Am 158.3600907
V Am 158.4065306
V Am 158.4529705
V Am 158.4994104
V Am 158.5458503
V Am 158.5922902
V Am 158.6387302
V Am 158.6851701
V Am 158.7316100
V Am 158.7780499
V Am 158.8244898
V Am 158.8709297
V Am 158.9173696
V Am 158.9638095
V Am 159.0102494
V Am 159.0566893
V Am 159.1031293
V Am 159.1495692
V Am 159.1960091
V Am 159.2424490
V Am 159.2888889
V Am 159.3353288
V Am 159.3817687
V Am 159.4282086
V Am 159.4746485
V Am 159.5210884
V Am 159.5675283
V Am 159.6139683
V Am 159.6604082
V Am 159.7068481
V Am 159.7532880
V Am 159.7997279
V Am 159.8461678
V Am 159.8926077
V Am 159.9390476
V Am 159.9854875
V Am 160.0319274
V Am 160.0783673
V Am 160.1248073
V Am 160.1712472
V Am 160.2176871
V Am 160.2641270
V Am 160.3105669
V Am 160.3570068
V Am 160.4034467
V Am 160.4498866
V Am 160.4963265
V Am 160.5427664
V Am 160.5892063
V Am 160.6356463
V Am 160.6820862
V Am 160.7285261
V Am 160.7749660
V Am 160.8214059
V Am 160.8678458
V Am 160.9142857
V Am 160.9607256
V Am 161.0071655
V Am 161.0536054
V Am 161.1000454
V Am 161.1464853
V Am 161.1929252
V Am 161.2393651
V Am 161.2858050
V Am 161.3322449
V Am 161.3786848
V Am 161.4251247
V Am 161.4715646
V Am 161.5180045
V Am 161.5644444
V Am 161.6108844
V Am 161.6573243
V Am 161.7037642
V Am 161.7502041
V Am 161.7966440
V Am 161.8430839
V Am 161.8895238
V Am 161.9359637
V Am 161.9824036
V Am 162.0288435
V Am 162.0752834
V Am 162.1217234
V Am 162.1681633
V Am 162.2146032
V Am 162.2610431
V Am 162.3074830
V Am 162.3539229
V Am 162.4003628
V Am 162.4468027
V Am 162.4932426
V Am 162.5396825
V Am 162.5861224
V Am 162.6325624
V Am 162.6790023
V Am 162.7254422
V Am 162.7718821
V Am 162.8183220
V Am 162.8647619
V Am 162.9112018
V Am 162.9576417
V Am 163.0040816
V Am 163.0505215
V Am 163.0969615
V Am 163.1434014
V Am 163.1898413
V Am 163.2362812
V Am 163.2827211
V Am 163.3291610
V Am 163.3756009
V Am 163.4220408
V Am 163.4684807
V Am 163.5149206
V Am 163.5613605
V Am 163.6078005
V Am 163.6542404
V Am 163.7006803
V Am 163.7471202
V Am 163.7935601
V Am 163.8400000
V Am 163.8864399
V Am 163.9328798
V Am 163.9793197
V Am 164.0257596
V Am 164.0721995
V Am 164.1186395
V Am 164.1650794
V Am 164.2115193
V Am 164.2579592
V Am 164.3043991
V Am 164.3508390
V Am 164.3972789
V Am 164.4437188
V Am 164.4901587
V Am 164.5365986
V Am 164.5830385
V Am 164.6294785
V Am 164.6759184
V Am 164.7223583
V Am 164.7687982
V Am 164.8152381
V Am 164.8616780
V Am 164.9081179
V Am 164.9545578
V Am 165.0009977
V Am 165.0474376
V Am 165.0938776
V Am 165.1403175
V Am 165.1867574
V Am 165.2331973
V Am 165.2796372
V Am 165.3260771
V Am 165.3725170
V Am 165.4189569
V Am 165.4653968
V Am 165.5118367
V Am 165.5582766
V Am 165.6047166
V Am 165.6511565
V Am 165.6975964
V Am 165.7440363
V Am 165.7904762
V Am 165.8369161
V Am 165.8833560
V Am 165.9297959
V Am 165.9762358
V Am 166.0226757
V Am 166.0691156
V Am 166.1155556
V Am 166.1619955
V Am 166.2084354
V Am 166.2548753
V Am 166.3013152
V Am 166.3477551
V Am 166.3941950
V Am 166.4406349
V Am 166.4870748
V Am 166.5335147
V Am 166.5799546
V Am 166.6263946
V Am 166.6728345
V Am 166.7192744
V Am 166.7657143
V Am 166.8121542
V Am 166.8585941
V Am 166.9050340
V Am 166.9514739
V Am 166.9979138
V Am 167.0443537
V Am 167.0907937
V Am 167.1372336
V Am 167.1836735
V Am 167.2301134
V Am 167.2765533
V Am 167.3229932
V Am 167.3694331
V Am 167.4158730
V Am 167.4623129
V Am 167.5087528
V Am 167.5551927
V Am 167.6016327
V Am 167.6480726
V Am 167.6945125
V Am 167.7409524
V Am 167.7873923
V Am 167.8338322
V Am 167.8802721
V Am 167.9267120
V Am 167.9731519
V Am 168.0195918
V Am 168.0660317
V Am 168.1124717
V Am 168.1589116
V Am 168.2053515
V Am 168.2517914
V Am 168.2982313
V Am 168.3446712
V Am 168.3911111
V Am 168.4375510
V Am 168.4839909
V Am 168.5304308
V Am 168.5768707
V Am 168.6233107
V Am 168.6697506
V Am 168.7161905
V Am 168.7626304
V Am 168.8090703
V Am 168.8555102
V Am 168.9019501
V Am 168.9483900
V Am 168.9948299
V Am 169.0412698
V Am 169.0877098
V Am 169.1341497
V Am 169.1805896
V Am 169.2270295
V Am 169.2734694
V Am 169.3199093
V Am 169.3663492
V Am 169.4127891
V Am 169.4592290
V Am 169.5056689
V Am 169.5521088
V Am 169.5985488
V Am 169.6449887
V Am 169.6914286
V Am 169.7378685
V Am 169.7843084
V Am 169.8307483
V Am 169.8771882
V Am 169.9236281
V Am 169.9700680
V Am 170.0165079
V Am 170.0629478
V Am 170.1093878
V Am 170.1558277
V Am 170.2022676
V Am 170.2487075
V Am 170.2951474
V Am 170.3415873
V Am 170.3880272
V Am 170.4344671
V Am 170.4809070
V Am 170.5273469
V Am 170.5737868
V Am 170.6202268
V Am 170.6666667
V Am 170.7131066
V Am 170.7595465
V Am 170.8059864
V Am 170.8524263
V Am 170.8988662
V Am 170.9453061
V Am 170.9917460
V Am 171.0381859
V Am 171.0846259
V Am 171.1310658
V Am 171.1775057
V Am 171.2239456
V Am 171.2703855
V Am 171.3168254
V Am 171.3632653
V Am 171.4097052
V Am 171.4561451
V Am 171.5025850
V Am 171.5490249
V Am 171.5954649
V Am 171.6419048
V Am 171.6883447
V Am 171.7347846
V Am 171.7812245
V Am 171.8276644
V Am 171.8741043
V Am 171.9205442
V Am 171.9669841
V Am 172.0134240
V Am 172.0598639
V Am 172.1063039
V Am 172.1527438
V Am 172.1991837
V Am 172.2456236
V Am 172.2920635
V Am 172.3385034
V Am 172.3849433
V Am 172.4313832
V Am 172.4778231
V Am 172.5242630
V Am 172.5707029
V Am 172.6171429
V Am 172.6635828
V Am 172.7100227
V Am 172.7564626
V Am 172.8029025
V Am 172.8493424
V Am 172.8957823
V Am 172.9422222
V Am 172.9886621
V Am 173.0351020
V Am 173.0815420
V Am 173.1279819
V Am 173.1744218
V Am 173.2208617
V Am 173.2673016
V Am 173.3137415
V Am 173.3601814
V Am 173.4066213
V Am 173.4530612
V Am 173.4995011
V Am 173.5459410
V Am 173.5923810
V Am 173.6388209
V Am 173.6852608
V Am 173.7317007
V Am 173.7781406
V Am 173.8245805
V Am 173.8710204
V Am 173.9174603
V Am 173.9639002
V Am 174.0103401
V Am 174.0567800
V Am 174.1032200
V Am 174.1496599
V Am 174.1960998
V Am 174.2425397
V Am 174.2889796
V Am 174.3354195
V Am 174.3818594
V Am 174.4282993
V Am 174.4747392
V Am 174.5211791
V Am 174.5676190
V Am 174.6140590
V Am 174.6604989
V Am 174.7069388
V Am 174.7533787
V Am 174.7998186
V Am 174.8462585
V Am 174.8926984
V Am 174.9391383
V Am 174.9855782
V Am 175.0320181
V Am 175.0784580
V Am 175.1248980
V Am 175.1713379
V Am 175.2177778
V Am 175.2642177
V Am 175.3106576
V Am 175.3570975
V Am 175.4035374
V Am 175.4499773
V Am 175.4964172
V Am 175.5428571
V Am 175.5892971
V Am 175.6357370
V Am 175.6821769
V Am 175.7286168
V Am 175.7750567
V Am 175.8214966
V Am 175.8679365
V Am 175.9143764
V Am 175.9608163
V Am 176.0072562
V Am 176.0536961
V Am 176.1001361
V Am 176.1465760
V Am 176.1930159
V Am 176.2394558
V Am 176.2858957
V Am 176.3323356
V Am 176.3787755
V Am 176.4252154
V Am 176.4716553
V Am 176.5180952
V Am 176.5645351
V Am 176.6109751
V Am 176.6574150
V Am 176.7038549
V Am 176.7502948
