B C# 0.0928798
J A 141.3166440
J A 141.3630839
J A 141.4095238
J A 141.4559637
J A 141.5024036
J A 141.5488435
J A 141.5952834
J A 141.6417234
J A 141.6881633
J A 141.7346032
J A 141.7810431
J A 141.8274830
J A 141.8739229
J A 141.9203628
J A 141.9668027
J A 142.0132426
J A 142.0596825
J A 142.1061224
J A 142.1525624
J A 142.1990023
J A 142.2454422
J A 142.2918821
J A 142.3383220
J A 142.3847619
J A 142.4312018
J A 142.4776417
J A 142.5240816
J A 142.5705215
J A 142.6169615
J A 142.6634014
J A 142.7098413
J A 142.7562812
J A 142.8027211
J A 142.8491610
J A 142.8956009
J A 142.9420408
J A 142.9884807
J A 143.0349206
J A 143.0813605
J A 143.1278005
J A 143.1742404
J A 143.2206803
J A 143.2671202
J A 143.3135601
J A 143.3600000
J A 143.4064399
J A 143.4528798
J A 143.4993197
J A 143.5457596
J A 143.5921995
J A 143.6386395
J A 143.6850794
J A 143.7315193
J A 143.7779592
J A 143.8243991
J A 143.8708390
J A 143.9172789
T Gm 143.9637188
T Gm 144.0101587
T Gm 144.0565986
D D# 144.1030385
P D#m 144.1494785
P D#m 144.1959184
P D#m 144.2423583
P D#m 144.2887982
P D#m 144.3352381
P D#m 144.3816780
P D#m 144.4281179
P D#m 144.4745578
P D#m 144.5209977
P D#m 144.5674376
P D#m 144.6138776
P D#m 144.6603175
P D#m 144.7067574
P D#m 144.7531973
P D#m 144.7996372
P D#m 144.8460771
P D#m 144.8925170
P D#m 144.9389569
P D#m 144.9853968
P D#m 145.0318367
P D#m 145.0782766
P D#m 145.1247166
P D#m 145.1711565
P D#m 145.2175964
P D#m 145.2640363
J A 145.3104762
J A 145.3569161
J A 145.4033560
J A 145.4497959
J A 145.4962358
J A 145.5426757
J A 145.5891156
J A 145.6355556
J A 145.6819955
J A 145.7284354
J A 145.7748753
J A 145.8213152
J A 145.8677551
J A 145.9141950
J A 145.9606349
J A 146.0070748
J A 146.0535147
J A 146.0999546
J A 146.1463946
J A 146.1928345
J A 146.2392744
J A 146.2857143
J A 146.3321542
J A 146.3785941
J A 146.4250340
J A 146.4714739
J A 146.5179138
J A 146.5643537
J A 146.6107937
J A 146.6572336
J A 146.7036735
J A 146.7501134
J A 146.7965533
J A 146.8429932
J A 146.8894331
J A 146.9358730
J A 146.9823129
J A 147.0287528
J A 147.0751927
J A 147.1216327
J A 147.1680726
J A 147.2145125
J A 147.2609524
J A 147.3073923
J A 147.3538322
J A 147.4002721
J A 147.4467120
J A 147.4931519
J A 147.5395918
J A 147.5860317
J A 147.6324717
J A 147.6789116
J A 147.7253515
J A 147.7717914
J A 147.8182313
J A 147.8646712
J A 147.9111111
J A 147.9575510
J A 148.0039909
J A 148.0504308
J A 148.0968707
J A 148.1433107
J A 148.1897506
J A 148.2361905
J A 148.2826304
J A 148.3290703
J A 148.3755102
J A 148.4219501
J A 148.4683900
J A 148.5148299
J A 148.5612698
J A 148.6077098
J A 148.6541497
J A 148.7005896
J A 148.7470295
J A 148.7934694
J A 148.8399093
J A 148.8863492
J A 148.9327891
J A 148.9792290
J A 149.0256689
J A 149.0721088
J A 149.1185488
J A 149.1649887
J A 149.2114286
J A 149.2578685
J A 149.3043084
J A 149.3507483
J A 149.3971882
J A 149.4436281
J A 149.4900680
J A 149.5365079
J A 149.5829478
J A 149.6293878
J A 149.6758277
J A 149.7222676
J A 149.7687075
J A 149.8151474
J A 149.8615873
J A 149.9080272
J A 149.9544671
J A 150.0009070
J A 150.0473469
J A 150.0937868
J A 150.1402268
J A 150.1866667
J A 150.2331066
J A 150.2795465
J A 150.3259864
J A 150.3724263
J A 150.4188662
J A 150.4653061
T Gm 150.5117460
T Gm 150.5581859
T Gm 150.6046259
T Gm 150.6510658
T Gm 150.6975057
T Gm 150.7439456
T Gm 150.7903855
T Gm 150.8368254
T Gm 150.8832653
T Gm 150.9297052
J A 150.9761451
J A 151.0225850
J A 151.0690249
J A 151.1154649
J A 151.1619048
J A 151.2083447
J A 151.2547846
J A 151.3012245
J A 151.3476644
J A 151.3941043
J A 151.4405442
J A 151.4869841
J A 151.5334240
J A 151.5798639
J A 151.6263039
J A 151.6727438
J A 151.7191837
J A 151.7656236
J A 151.8120635
J A 151.8585034
J A 151.9049433
J A 151.9513832
J A 151.9978231
J A 152.0442630
J A 152.0907029
J A 152.1371429
J A 152.1835828
J A 152.2300227
J A 152.2764626
J A 152.3229025
J A 152.3693424
J A 152.4157823
J A 152.4622222
J A 152.5086621
J A 152.5551020
J A 152.6015420
J A 152.6479819
J A 152.6944218
J A 152.7408617
J A 152.7873016
J A 152.8337415
J A 152.8801814
J A 152.9266213
J A 152.9730612
J A 153.0195011
J A 153.0659410
J A 153.1123810
J A 153.1588209
J A 153.2052608
J A 153.2517007
J A 153.2981406
J A 153.3445805
J A 153.3910204
J A 153.4374603
J A 153.4839002
J A 153.5303401
J A 153.5767800
J A 153.6232200
J A 153.6696599
V Am 153.7160998
V Am 153.7625397
V Am 153.8089796
V Am 153.8554195
V Am 153.9018594
V Am 153.9482993
V Am 153.9947392
V Am 154.0411791
V Am 154.0876190
V Am 154.1340590
V Am 154.1804989
V Am 154.2269388
V Am 154.2733787
V Am 154.3198186
V Am 154.3662585
V Am 154.4126984
V Am 154.4591383
V Am 154.5055782
V Am 154.5520181
V Am 154.5984580
V Am 154.6448980
V Am 154.6913379
V Am 154.7377778
V Am 154.7842177
V Am 154.8306576
V Am 154.8770975
V Am 154.9235374
V Am 154.9699773
V Am 155.0164172
V Am 155.0628571
V Am 155.1092971
V Am 155.1557370
V Am 155.2021769
V Am 155.2486168
V Am 155.2950567
V Am 155.3414966
V Am 155.3879365
V Am 155.4343764
V Am 155.4808163
V Am 155.5272562
D D# 155.5736961
P D#m 155.6201361
P D#m 155.6665760
P D#m 155.7130159
P D#m 155.7594558
P D#m 155.8058957
P D#m 155.8523356
P D#m 155.8987755
P D#m 155.9452154
P D#m 155.9916553
P D#m 156.0380952
P D#m 156.0845351
P D#m 156.1309751
P D#m 156.1774150
P D#m 156.2238549
P D#m 156.2702948
P D#m 156.3167347
P D#m 156.3631746
P D#m 156.4096145
P D#m 156.4560544
P D#m 156.5024943
P D#m 156.5489342
P D#m 156.5953741
P D#m 156.6418141
P D#m 156.6882540
P D#m 156.7346939
P D#m 156.7811338
P D#m 156.8275737
P D#m 156.8740136
P D#m 156.9204535
P D#m 156.9668934
P D#m 157.0133333
P D#m 157.0597732
P D#m 157.1062132
P D#m 157.1526531
P D#m 157.1990930
P D#m 157.2455329
P D#m 157.2919728
P D#m 157.3384127
P D#m 157.3848526
P D#m 157.4312925
